latitude,longitude,Altitude,track_seg_point_id,time
-2.340985,54.192326,308.8,876,2021/09/11 09:58:21+00
-2.340869,54.191889,308.4,877,2021/09/11 09:58:28+00
-2.340837,54.191765,308.2,878,2021/09/11 09:58:30+00
-2.340742,54.191295,308.4,879,2021/09/11 09:58:38+00
-2.340644,54.190899,308.4,880,2021/09/11 09:58:46+00
-2.340528,54.190514,308.8,881,2021/09/11 09:58:54+00
-2.340448,54.190263,309,882,2021/09/11 09:58:59+00
-2.340399,54.190117,309.2,883,2021/09/11 09:59:02+00
-2.340384,54.190068,309.2,884,2021/09/11 09:59:03+00
-2.340369,54.190016,309.4,885,2021/09/11 09:59:04+00
-2.34034,54.189909,309.6,886,2021/09/11 09:59:06+00
-2.340272,54.189696,309.8,887,2021/09/11 09:59:10+00
-2.340207,54.189533,309.8,888,2021/09/11 09:59:13+00
-2.340027,54.189324,309.8,889,2021/09/11 09:59:17+00
-2.339915,54.189214,309.6,890,2021/09/11 09:59:19+00
-2.339583,54.188921,308.4,891,2021/09/11 09:59:24+00
-2.339509,54.188856,308.2,892,2021/09/11 09:59:25+00
-2.339217,54.188585,307.4,893,2021/09/11 09:59:29+00
-2.338867,54.188237,306.2,894,2021/09/11 09:59:34+00
-2.338794,54.188167,305.6,895,2021/09/11 09:59:35+00
-2.338725,54.188097,305,896,2021/09/11 09:59:36+00
-2.338523,54.187878,303.8,897,2021/09/11 09:59:39+00
-2.338408,54.187721,302.6,898,2021/09/11 09:59:41+00
-2.338305,54.187547,301.4,899,2021/09/11 09:59:43+00
-2.338196,54.18735,300.6,900,2021/09/11 09:59:45+00
-2.338093,54.187136,300.2,901,2021/09/11 09:59:47+00
-2.338006,54.186922,299,902,2021/09/11 09:59:49+00
-2.337927,54.186719,297.4,903,2021/09/11 09:59:51+00
-2.337853,54.18653,296.2,904,2021/09/11 09:59:53+00
-2.337751,54.186254,296,905,2021/09/11 09:59:56+00
-2.337717,54.186168,296.2,906,2021/09/11 09:59:57+00
-2.337589,54.185845,295,907,2021/09/11 10:00:01+00
-2.33748,54.185603,294.2,908,2021/09/11 10:00:04+00
-2.337446,54.185525,293.8,909,2021/09/11 10:00:05+00
-2.337411,54.185448,293.6,910,2021/09/11 10:00:06+00
-2.337374,54.185369,293.4,911,2021/09/11 10:00:07+00
-2.337269,54.185115,293.2,912,2021/09/11 10:00:10+00
-2.337071,54.184594,292.6,913,2021/09/11 10:00:16+00
-2.337011,54.18443,292,914,2021/09/11 10:00:18+00
-2.336805,54.183896,292.4,915,2021/09/11 10:00:25+00
-2.336778,54.183827,292.4,916,2021/09/11 10:00:26+00
-2.33669,54.183584,291.4,917,2021/09/11 10:00:30+00
-2.336646,54.183477,291,918,2021/09/11 10:00:32+00
-2.336565,54.183268,290.8,919,2021/09/11 10:00:36+00
-2.336447,54.182984,290.8,920,2021/09/11 10:00:41+00
-2.336249,54.182484,290.6,921,2021/09/11 10:00:49+00
-2.336104,54.182072,290.4,922,2021/09/11 10:00:56+00
-2.336011,54.181862,291,923,2021/09/11 10:01:00+00
-2.33597,54.181766,291.2,924,2021/09/11 10:01:02+00
-2.335951,54.181718,291.4,925,2021/09/11 10:01:03+00
-2.335911,54.181629,291.4,926,2021/09/11 10:01:05+00
-2.335788,54.181343,291.6,927,2021/09/11 10:01:11+00
-2.335622,54.180916,291.8,928,2021/09/11 10:01:19+00
-2.335547,54.180725,292.6,929,2021/09/11 10:01:23+00
-2.335503,54.180595,293,930,2021/09/11 10:01:26+00
-2.335363,54.180237,293.8,931,2021/09/11 10:01:34+00
-2.335252,54.179941,294,932,2021/09/11 10:01:40+00
-2.335232,54.179884,294,933,2021/09/11 10:01:41+00
-2.33508,54.179456,293.2,934,2021/09/11 10:01:48+00
-2.334853,54.17891,292.6,935,2021/09/11 10:01:56+00
-2.334714,54.178613,292,936,2021/09/11 10:02:00+00
-2.334595,54.178392,292.2,937,2021/09/11 10:02:03+00
-2.334411,54.178039,291.4,938,2021/09/11 10:02:08+00
-2.334308,54.17784,291.4,939,2021/09/11 10:02:11+00
-2.333989,54.177374,290.8,940,2021/09/11 10:02:18+00
-2.333919,54.177319,290,941,2021/09/11 10:02:19+00
-2.333831,54.177277,289.2,942,2021/09/11 10:02:20+00
-2.333722,54.177247,288.6,943,2021/09/11 10:02:21+00
-2.333595,54.177226,287.8,944,2021/09/11 10:02:22+00
-2.333471,54.177212,287.4,945,2021/09/11 10:02:23+00
-2.333242,54.177172,287,946,2021/09/11 10:02:25+00
-2.333146,54.177141,286.8,947,2021/09/11 10:02:26+00
-2.332787,54.176976,286.6,948,2021/09/11 10:02:30+00
-2.33263,54.176873,286.4,949,2021/09/11 10:02:32+00
-2.332556,54.17682,286.2,950,2021/09/11 10:02:33+00
-2.332427,54.176704,285.2,951,2021/09/11 10:02:35+00
-2.332294,54.176585,284.2,952,2021/09/11 10:02:37+00
-2.332222,54.176529,283.6,953,2021/09/11 10:02:38+00
-2.332143,54.176479,282.4,954,2021/09/11 10:02:39+00
-2.33205,54.176432,281.2,955,2021/09/11 10:02:40+00
-2.331943,54.176395,280.2,956,2021/09/11 10:02:41+00
-2.331834,54.176355,279.6,957,2021/09/11 10:02:42+00
-2.33162,54.176268,278.2,958,2021/09/11 10:02:44+00
-2.331366,54.17617,277.2,959,2021/09/11 10:02:46+00
-2.331234,54.176124,276.8,960,2021/09/11 10:02:47+00
-2.331121,54.17607,276.4,961,2021/09/11 10:02:48+00
-2.331016,54.176009,276.2,962,2021/09/11 10:02:49+00
-2.330925,54.175946,276,963,2021/09/11 10:02:50+00
-2.330857,54.175879,276,964,2021/09/11 10:02:51+00
-2.330742,54.175744,276,965,2021/09/11 10:02:53+00
-2.330603,54.175529,276.4,966,2021/09/11 10:02:56+00
-2.330488,54.175091,276.8,967,2021/09/11 10:03:02+00
-2.330352,54.174711,276.4,968,2021/09/11 10:03:07+00
-2.330114,54.174422,275.8,969,2021/09/11 10:03:11+00
-2.330043,54.174349,275.8,970,2021/09/11 10:03:12+00
-2.329868,54.174207,275,971,2021/09/11 10:03:14+00
-2.329767,54.174138,274.4,972,2021/09/11 10:03:15+00
-2.329657,54.174072,274,973,2021/09/11 10:03:16+00
-2.32919,54.173821,272.8,974,2021/09/11 10:03:20+00
-2.328973,54.173709,272.6,975,2021/09/11 10:03:22+00
-2.328584,54.173495,272.4,976,2021/09/11 10:03:26+00
-2.328344,54.173312,272,977,2021/09/11 10:03:29+00
-2.327998,54.172956,271.8,978,2021/09/11 10:03:34+00
-2.327924,54.172878,271.6,979,2021/09/11 10:03:35+00
-2.327595,54.172603,270.4,980,2021/09/11 10:03:39+00
-2.327438,54.172464,269.8,981,2021/09/11 10:03:41+00
-2.327228,54.172251,269.4,982,2021/09/11 10:03:44+00
-2.326983,54.171963,269,983,2021/09/11 10:03:48+00
-2.326735,54.171667,269.8,984,2021/09/11 10:03:53+00
-2.326673,54.17157,270.2,985,2021/09/11 10:03:55+00
-2.326633,54.17144,270,986,2021/09/11 10:03:58+00
-2.326634,54.171215,269.8,987,2021/09/11 10:04:04+00
-2.326685,54.171007,270.2,988,2021/09/11 10:04:09+00
-2.3267,54.170969,270.4,989,2021/09/11 10:04:10+00
-2.326718,54.170931,270.6,990,2021/09/11 10:04:11+00
-2.326784,54.170816,271.4,991,2021/09/11 10:04:14+00
-2.326901,54.17069,272.4,992,2021/09/11 10:04:18+00
-2.326935,54.170663,272.6,993,2021/09/11 10:04:19+00
-2.327102,54.170518,273.6,994,2021/09/11 10:04:24+00
-2.327147,54.170469,274,995,2021/09/11 10:04:26+00
-2.327181,54.1704,274.6,996,2021/09/11 10:04:29+00
-2.327226,54.1703,275.4,997,2021/09/11 10:04:33+00
-2.327248,54.170232,275.8,998,2021/09/11 10:04:36+00
-2.327289,54.17012,276.6,999,2021/09/11 10:04:41+00
-2.327302,54.170099,276.8,1000,2021/09/11 10:04:42+00
-2.327313,54.170076,276.8,1001,2021/09/11 10:04:43+00
-2.327367,54.169976,277.6,1002,2021/09/11 10:04:47+00
-2.327381,54.169952,277.8,1003,2021/09/11 10:04:48+00
-2.327398,54.169926,278,1004,2021/09/11 10:04:49+00
-2.327483,54.169798,278.8,1005,2021/09/11 10:04:54+00
-2.327547,54.169712,279.2,1006,2021/09/11 10:04:57+00
-2.327566,54.169685,279.2,1007,2021/09/11 10:04:58+00
-2.327646,54.169571,279.8,1008,2021/09/11 10:05:02+00
-2.327788,54.169406,280.2,1009,2021/09/11 10:05:08+00
-2.327846,54.169352,280.4,1010,2021/09/11 10:05:10+00
-2.328084,54.169141,280,1011,2021/09/11 10:05:17+00
-2.328232,54.168944,281,1012,2021/09/11 10:05:23+00
-2.328251,54.168909,281.2,1013,2021/09/11 10:05:24+00
-2.32827,54.168875,281.4,1014,2021/09/11 10:05:25+00
-2.328334,54.168642,281.8,1015,2021/09/11 10:05:32+00
-2.328344,54.168545,282,1016,2021/09/11 10:05:35+00
-2.328355,54.168478,282.2,1017,2021/09/11 10:05:37+00
-2.328376,54.168355,283,1018,2021/09/11 10:05:41+00
-2.328359,54.168307,283.4,1019,2021/09/11 10:05:43+00
-2.328322,54.168234,284.6,1020,2021/09/11 10:05:46+00
-2.328305,54.168213,285,1021,2021/09/11 10:05:47+00
-2.328264,54.168182,285.8,1022,2021/09/11 10:05:49+00
-2.328183,54.16813,286.6,1023,2021/09/11 10:05:53+00
-2.328159,54.168117,287,1024,2021/09/11 10:05:55+00
-2.328122,54.168109,287.4,1025,2021/09/11 10:05:58+00
-2.328109,54.168098,287.6,1026,2021/09/11 10:05:59+00
-2.328093,54.168088,287.8,1027,2021/09/11 10:06:00+00
-2.328078,54.168081,288,1028,2021/09/11 10:06:01+00
-2.327983,54.168037,288.8,1029,2021/09/11 10:06:05+00
-2.327944,54.168017,289,1030,2021/09/11 10:06:07+00
-2.327836,54.167978,290.2,1031,2021/09/11 10:06:12+00
-2.327757,54.167947,290.8,1032,2021/09/11 10:06:16+00
-2.327738,54.167931,291,1033,2021/09/11 10:06:18+00
-2.327768,54.167942,291.2,1034,2021/09/11 10:06:19+00
-2.327772,54.167962,291.6,1035,2021/09/11 10:06:22+00
-2.327735,54.167953,291.8,1036,2021/09/11 10:06:24+00
-2.327691,54.167928,292,1037,2021/09/11 10:06:27+00
-2.327659,54.167912,292.2,1038,2021/09/11 10:06:29+00
-2.327612,54.167894,292.4,1039,2021/09/11 10:06:31+00
-2.327548,54.167874,292.4,1040,2021/09/11 10:06:33+00
-2.327405,54.167823,292.2,1041,2021/09/11 10:06:36+00
-2.327066,54.167667,291.8,1042,2021/09/11 10:06:41+00
-2.326987,54.167622,291.6,1043,2021/09/11 10:06:42+00
-2.326816,54.16752,291,1044,2021/09/11 10:06:44+00
-2.326638,54.167402,290.4,1045,2021/09/11 10:06:46+00
-2.326456,54.167271,290,1046,2021/09/11 10:06:48+00
-2.325994,54.166941,288.4,1047,2021/09/11 10:06:53+00
-2.325721,54.166764,287,1048,2021/09/11 10:06:56+00
-2.325347,54.166491,286.6,1049,2021/09/11 10:07:01+00
-2.325112,54.166195,286.2,1050,2021/09/11 10:07:06+00
-2.325076,54.166132,286.2,1051,2021/09/11 10:07:07+00
-2.324883,54.165728,285.8,1052,2021/09/11 10:07:13+00
-2.32485,54.165657,285.4,1053,2021/09/11 10:07:14+00
-2.324772,54.165523,284.8,1054,2021/09/11 10:07:16+00
-2.32456,54.165268,285.2,1055,2021/09/11 10:07:20+00
-2.324156,54.164893,285.6,1056,2021/09/11 10:07:26+00
-2.323707,54.164566,284.8,1057,2021/09/11 10:07:31+00
-2.323599,54.164496,284.4,1058,2021/09/11 10:07:32+00
-2.323369,54.164363,282.6,1059,2021/09/11 10:07:33+00
-2.323307,54.164333,282.4,1060,2021/09/11 10:07:34+00
-2.323245,54.164303,282.4,1061,2021/09/11 10:07:35+00
-2.323117,54.164252,282,1062,2021/09/11 10:07:36+00
-2.322877,54.164179,281.6,1063,2021/09/11 10:07:38+00
-2.322658,54.164136,281.8,1064,2021/09/11 10:07:40+00
-2.32238,54.16407,282.8,1065,2021/09/11 10:07:43+00
-2.322222,54.164011,283.8,1066,2021/09/11 10:07:45+00
-2.32215,54.163978,284,1067,2021/09/11 10:07:46+00
-2.321832,54.163764,284.4,1068,2021/09/11 10:07:51+00
-2.321705,54.163667,284.6,1069,2021/09/11 10:07:53+00
-2.321638,54.163618,285,1070,2021/09/11 10:07:54+00
-2.321309,54.163372,285.6,1071,2021/09/11 10:07:59+00
-2.321124,54.163236,285.6,1072,2021/09/11 10:08:02+00
-2.320833,54.16299,285.4,1073,2021/09/11 10:08:07+00
-2.32064,54.16282,285.2,1074,2021/09/11 10:08:10+00
-2.320455,54.162714,284.8,1075,2021/09/11 10:08:12+00
-2.320093,54.162576,283.6,1076,2021/09/11 10:08:15+00
-2.319819,54.162488,282.8,1077,2021/09/11 10:08:17+00
-2.319675,54.162443,282.6,1078,2021/09/11 10:08:18+00
-2.319252,54.162308,281.8,1079,2021/09/11 10:08:21+00
-2.319125,54.162278,281.2,1080,2021/09/11 10:08:22+00
-2.319001,54.162256,280.6,1081,2021/09/11 10:08:23+00
-2.318873,54.162244,280,1082,2021/09/11 10:08:24+00
-2.318609,54.162238,278.6,1083,2021/09/11 10:08:26+00
-2.318471,54.162232,277.4,1084,2021/09/11 10:08:27+00
-2.318329,54.162223,276.4,1085,2021/09/11 10:08:28+00
-2.318045,54.162176,274.2,1086,2021/09/11 10:08:30+00
-2.317906,54.162136,273.4,1087,2021/09/11 10:08:31+00
-2.317772,54.162086,272.8,1088,2021/09/11 10:08:32+00
-2.317356,54.161922,271.8,1089,2021/09/11 10:08:35+00
-2.317206,54.161867,271.4,1090,2021/09/11 10:08:36+00
-2.317045,54.16181,270.6,1091,2021/09/11 10:08:37+00
-2.316708,54.161692,269.4,1092,2021/09/11 10:08:39+00
-2.316377,54.16157,268.2,1093,2021/09/11 10:08:41+00
-2.316219,54.161506,267.8,1094,2021/09/11 10:08:42+00
-2.316063,54.161444,267.2,1095,2021/09/11 10:08:43+00
-2.315771,54.16132,265.8,1096,2021/09/11 10:08:45+00
-2.315494,54.161192,264.6,1097,2021/09/11 10:08:47+00
-2.315213,54.161066,263.4,1098,2021/09/11 10:08:49+00
-2.314761,54.16089,262.2,1099,2021/09/11 10:08:52+00
-2.314331,54.160696,261.4,1100,2021/09/11 10:08:55+00
-2.314213,54.160622,261.2,1101,2021/09/11 10:08:56+00
-2.314108,54.160541,261,1102,2021/09/11 10:08:57+00
-2.313922,54.160378,260.8,1103,2021/09/11 10:08:59+00
-2.31356,54.160064,260,1104,2021/09/11 10:09:03+00
-2.3133,54.159844,259.6,1105,2021/09/11 10:09:06+00
-2.313094,54.159713,259.4,1106,2021/09/11 10:09:08+00
-2.312867,54.159603,259,1107,2021/09/11 10:09:10+00
-2.312136,54.159305,257.8,1108,2021/09/11 10:09:16+00
-2.312016,54.159252,256.8,1109,2021/09/11 10:09:17+00
-2.311898,54.159198,256.4,1110,2021/09/11 10:09:18+00
-2.31178,54.159142,256.4,1111,2021/09/11 10:09:19+00
-2.311539,54.159029,255.8,1112,2021/09/11 10:09:21+00
-2.311073,54.158793,255.4,1113,2021/09/11 10:09:25+00
-2.31097,54.158723,255.2,1114,2021/09/11 10:09:26+00
-2.310711,54.158489,254.4,1115,2021/09/11 10:09:29+00
-2.310353,54.158032,255.6,1116,2021/09/11 10:09:35+00
-2.310174,54.157811,256,1117,2021/09/11 10:09:38+00
-2.30994,54.157576,255.6,1118,2021/09/11 10:09:41+00
-2.309391,54.157207,255,1119,2021/09/11 10:09:46+00
-2.309166,54.157065,254.2,1120,2021/09/11 10:09:48+00
-2.308855,54.156843,252.8,1121,2021/09/11 10:09:51+00
-2.30877,54.156766,252.8,1122,2021/09/11 10:09:52+00
-2.308452,54.156408,253.8,1123,2021/09/11 10:09:57+00
-2.308407,54.15635,254,1124,2021/09/11 10:09:58+00
-2.308322,54.156244,254.6,1125,2021/09/11 10:10:00+00
-2.308286,54.156194,255,1126,2021/09/11 10:10:01+00
-2.308254,54.156145,255.6,1127,2021/09/11 10:10:02+00
-2.308229,54.156094,256.2,1128,2021/09/11 10:10:03+00
-2.308205,54.156043,256.8,1129,2021/09/11 10:10:04+00
-2.308046,54.155767,258,1130,2021/09/11 10:10:10+00
-2.307886,54.15545,259,1131,2021/09/11 10:10:17+00
-2.307862,54.155408,259.2,1132,2021/09/11 10:10:18+00
-2.307677,54.155131,259.6,1133,2021/09/11 10:10:24+00
-2.307646,54.155085,259,1134,2021/09/11 10:10:25+00
-2.307618,54.155041,258,1135,2021/09/11 10:10:26+00
-2.307559,54.154959,256.2,1136,2021/09/11 10:10:28+00
-2.307495,54.154882,255,1137,2021/09/11 10:10:30+00
-2.307469,54.154846,254.4,1138,2021/09/11 10:10:31+00
-2.307448,54.154811,253.8,1139,2021/09/11 10:10:32+00
-2.307437,54.154778,253.6,1140,2021/09/11 10:10:33+00
-2.307431,54.154749,253.4,1141,2021/09/11 10:10:34+00
-2.307421,54.154725,253.2,1142,2021/09/11 10:10:35+00
-2.30741,54.154703,253.2,1143,2021/09/11 10:10:36+00
-2.307418,54.15466,252.6,1144,2021/09/11 10:10:38+00
-2.307435,54.15465,252.4,1145,2021/09/11 10:10:39+00
-2.30745,54.154646,252,1146,2021/09/11 10:10:40+00
-2.307459,54.154647,251.8,1147,2021/09/11 10:10:41+00
-2.307464,54.15465,251.6,1148,2021/09/11 10:10:42+00
-2.307465,54.154656,250.6,1149,2021/09/11 10:10:44+00
-2.307468,54.154652,249.8,1150,2021/09/11 10:10:47+00
-2.307459,54.154668,250,1151,2021/09/11 10:10:51+00
-2.307459,54.154675,250.8,1152,2021/09/11 10:10:54+00
-2.307457,54.154677,250.8,1153,2021/09/11 10:10:56+00
-2.307455,54.154682,250.8,1154,2021/09/11 10:11:02+00
-2.307473,54.154687,250.8,1155,2021/09/11 10:11:10+00
-2.307523,54.154688,251.2,1156,2021/09/11 10:11:18+00
-2.307537,54.154691,251.2,1157,2021/09/11 10:11:20+00
-2.30755,54.154696,251.4,1158,2021/09/11 10:11:22+00
-2.307552,54.154691,251.4,1159,2021/09/11 10:11:25+00
-2.307557,54.154696,251.4,1160,2021/09/11 10:11:31+00
-2.307558,54.154687,251.2,1161,2021/09/11 10:11:39+00
-2.307553,54.15469,251.2,1162,2021/09/11 10:11:42+00
-2.307559,54.154687,251.2,1163,2021/09/11 10:11:46+00
-2.307552,54.154682,251.2,1164,2021/09/11 10:11:48+00
-2.307542,54.154676,251.2,1165,2021/09/11 10:11:54+00
-2.307537,54.154664,251.2,1166,2021/09/11 10:11:58+00
-2.307544,54.154662,251.6,1167,2021/09/11 10:12:02+00
-2.307542,54.154663,251.6,1168,2021/09/11 10:12:03+00
-2.307538,54.154663,251.4,1169,2021/09/11 10:12:09+00
-2.307534,54.154665,251.2,1170,2021/09/11 10:12:12+00
-2.307527,54.154654,251.6,1171,2021/09/11 10:12:18+00
-2.307558,54.154673,252,1172,2021/09/11 10:12:26+00
-2.307565,54.154676,250.6,1173,2021/09/11 10:12:33+00
-2.307589,54.154676,250.6,1174,2021/09/11 10:12:35+00
-2.307606,54.154694,250.6,1175,2021/09/11 10:12:38+00
-2.30759,54.154704,250.6,1176,2021/09/11 10:12:41+00
-2.307588,54.154702,250.8,1177,2021/09/11 10:12:42+00
-2.307583,54.154702,250.8,1178,2021/09/11 10:12:43+00
-2.307584,54.154698,250.8,1179,2021/09/11 10:12:45+00
-2.307592,54.154699,251,1180,2021/09/11 10:12:47+00
-2.307589,54.154705,250.8,1181,2021/09/11 10:12:49+00
-2.307587,54.154707,251,1182,2021/09/11 10:12:50+00
-2.307585,54.154709,251,1183,2021/09/11 10:12:51+00
-2.30758,54.154709,250.8,1184,2021/09/11 10:12:53+00
-2.307573,54.154712,251,1185,2021/09/11 10:12:55+00
-2.307539,54.154729,251,1186,2021/09/11 10:13:01+00
-2.307517,54.154731,250.8,1187,2021/09/11 10:13:07+00
-2.307541,54.154732,250.6,1188,2021/09/11 10:13:10+00
-2.307529,54.15476,250.4,1189,2021/09/11 10:13:18+00
-2.307526,54.15475,250.4,1190,2021/09/11 10:13:25+00
-2.30751,54.154752,250.6,1191,2021/09/11 10:13:28+00
-2.307504,54.154754,250.6,1192,2021/09/11 10:13:29+00
-2.307504,54.154751,250.8,1193,2021/09/11 10:13:30+00
-2.307502,54.15475,250.8,1194,2021/09/11 10:13:31+00
-2.307507,54.154741,250.8,1195,2021/09/11 10:13:33+00
-2.307509,54.154738,250.8,1196,2021/09/11 10:13:34+00
-2.307516,54.154738,251,1197,2021/09/11 10:13:43+00
-2.307536,54.154744,251,1198,2021/09/11 10:13:50+00
-2.307549,54.154742,251.2,1199,2021/09/11 10:13:57+00
-2.307544,54.154748,251,1200,2021/09/11 10:14:05+00
-2.307547,54.154745,251,1201,2021/09/11 10:14:07+00
-2.30754,54.154736,251,1202,2021/09/11 10:14:11+00
-2.307539,54.154738,250.8,1203,2021/09/11 10:14:12+00
-2.307542,54.154721,250,1204,2021/09/11 10:14:18+00
-2.307579,54.1547,250.4,1205,2021/09/11 10:14:22+00
-2.307589,54.154689,250.8,1206,2021/09/11 10:14:24+00
-2.30759,54.154663,251.4,1207,2021/09/11 10:14:30+00
-2.307543,54.15466,250.8,1208,2021/09/11 10:14:40+00
-2.307534,54.154663,251,1209,2021/09/11 10:14:41+00
-2.307499,54.15467,251.4,1210,2021/09/11 10:14:45+00
-2.307537,54.154682,251.2,1211,2021/09/11 10:14:50+00
-2.307555,54.154682,250.8,1212,2021/09/11 10:14:59+00
-2.30753,54.154692,250.8,1213,2021/09/11 10:15:05+00
-2.307522,54.154698,250.8,1214,2021/09/11 10:15:06+00
-2.307526,54.154697,250.8,1215,2021/09/11 10:15:11+00
-2.307524,54.154697,250.8,1216,2021/09/11 10:15:13+00
-2.307527,54.154707,250.8,1217,2021/09/11 10:15:21+00
-2.307529,54.154709,250.8,1218,2021/09/11 10:15:28+00
-2.307521,54.154703,250.8,1219,2021/09/11 10:15:33+00
-2.307525,54.154721,250.8,1220,2021/09/11 10:15:36+00
-2.307523,54.154717,250.8,1221,2021/09/11 10:15:41+00
-2.307525,54.154717,250.8,1222,2021/09/11 10:15:44+00
-2.30752,54.154707,250.8,1223,2021/09/11 10:15:49+00
-2.307521,54.154681,250.8,1224,2021/09/11 10:15:52+00
-2.307493,54.154683,250.8,1225,2021/09/11 10:15:57+00
-2.307492,54.154682,250.8,1226,2021/09/11 10:15:59+00
-2.307487,54.154689,250.8,1227,2021/09/11 10:16:03+00
-2.307487,54.15469,250.8,1228,2021/09/11 10:16:05+00
-2.307488,54.154691,250.8,1229,2021/09/11 10:16:08+00
-2.307496,54.154714,250.8,1230,2021/09/11 10:16:13+00
-2.307529,54.154697,250.8,1231,2021/09/11 10:16:16+00
-2.307526,54.154703,250.8,1232,2021/09/11 10:16:24+00
-2.307525,54.154705,250.8,1233,2021/09/11 10:16:25+00
-2.307524,54.154708,250.8,1234,2021/09/11 10:16:26+00
-2.307503,54.154711,250.8,1235,2021/09/11 10:16:32+00
-2.307508,54.154717,250.8,1236,2021/09/11 10:16:34+00
-2.307509,54.15471,250.8,1237,2021/09/11 10:16:40+00
-2.307508,54.154707,250.8,1238,2021/09/11 10:16:41+00
-2.307541,54.1547,250.8,1239,2021/09/11 10:16:47+00
-2.307539,54.1547,250.8,1240,2021/09/11 10:16:49+00
-2.307533,54.154702,250.8,1241,2021/09/11 10:16:52+00
-2.307543,54.154704,250.8,1242,2021/09/11 10:17:00+00
-2.307537,54.154707,250.8,1243,2021/09/11 10:17:07+00
-2.307526,54.154705,250.8,1244,2021/09/11 10:17:14+00
-2.307547,54.154707,250.8,1245,2021/09/11 10:17:21+00
-2.307549,54.154708,250.8,1246,2021/09/11 10:17:23+00
-2.30757,54.154707,250.8,1247,2021/09/11 10:17:28+00
-2.307547,54.154713,250.8,1248,2021/09/11 10:17:31+00
-2.307537,54.154715,250.8,1249,2021/09/11 10:17:32+00
-2.307507,54.1547,250.8,1250,2021/09/11 10:17:35+00
-2.307509,54.154679,250.8,1251,2021/09/11 10:17:37+00
-2.307501,54.154659,250.8,1252,2021/09/11 10:17:43+00
-2.307499,54.154656,250.6,1253,2021/09/11 10:17:47+00
-2.307493,54.154661,250.4,1254,2021/09/11 10:17:49+00
-2.307478,54.154666,250.2,1255,2021/09/11 10:17:52+00
-2.307473,54.154669,250.2,1256,2021/09/11 10:17:53+00
-2.307469,54.154674,250.2,1257,2021/09/11 10:17:54+00
-2.307462,54.154681,250.4,1258,2021/09/11 10:17:55+00
-2.307455,54.154687,250.8,1259,2021/09/11 10:17:56+00
-2.307447,54.154693,251,1260,2021/09/11 10:17:57+00
-2.307419,54.1547,251.4,1261,2021/09/11 10:18:03+00
-2.307443,54.154706,251.4,1262,2021/09/11 10:18:07+00
-2.307455,54.154703,251.2,1263,2021/09/11 10:18:08+00
-2.307471,54.154702,251.4,1264,2021/09/11 10:18:10+00
-2.307487,54.1547,251.6,1265,2021/09/11 10:18:12+00
-2.307507,54.154704,251.8,1266,2021/09/11 10:18:14+00
-2.307541,54.154707,251.4,1267,2021/09/11 10:18:17+00
-2.307537,54.154711,250.6,1268,2021/09/11 10:18:20+00
-2.30754,54.15471,250.4,1269,2021/09/11 10:18:24+00
-2.307561,54.154699,250.6,1270,2021/09/11 10:18:33+00
-2.307554,54.154709,250.6,1271,2021/09/11 10:18:39+00
-2.307559,54.15472,250.8,1272,2021/09/11 10:18:46+00
-2.307564,54.154709,250.8,1273,2021/09/11 10:18:48+00
-2.307578,54.154697,250.8,1274,2021/09/11 10:18:49+00
-2.30759,54.154695,250.8,1275,2021/09/11 10:18:52+00
-2.307601,54.154688,250.8,1276,2021/09/11 10:18:55+00
-2.307532,54.154677,250.8,1277,2021/09/11 10:19:00+00
-2.307523,54.154678,250.8,1278,2021/09/11 10:19:02+00
-2.307555,54.154678,250.8,1279,2021/09/11 10:19:07+00
-2.307552,54.154682,250.8,1280,2021/09/11 10:19:08+00
-2.307559,54.154686,250.8,1281,2021/09/11 10:19:10+00
-2.307547,54.154696,250.8,1282,2021/09/11 10:19:13+00
-2.307528,54.154699,250.8,1283,2021/09/11 10:19:18+00
-2.307517,54.154689,250.8,1284,2021/09/11 10:19:21+00
-2.307515,54.154701,250.8,1285,2021/09/11 10:19:29+00
-2.307519,54.154703,250.8,1286,2021/09/11 10:19:33+00
-2.307517,54.154699,250.8,1287,2021/09/11 10:19:37+00
-2.307509,54.154709,250.8,1288,2021/09/11 10:19:43+00
-2.307519,54.15471,250.8,1289,2021/09/11 10:19:45+00
-2.307519,54.154711,250.8,1290,2021/09/11 10:19:46+00
-2.307528,54.154706,250.8,1291,2021/09/11 10:19:52+00
-2.307534,54.154703,250.8,1292,2021/09/11 10:19:54+00
-2.307533,54.154705,250.8,1293,2021/09/11 10:20:03+00
-2.307526,54.154703,250.8,1294,2021/09/11 10:20:11+00
-2.307523,54.154708,250.8,1295,2021/09/11 10:20:16+00
-2.30753,54.154706,250.8,1296,2021/09/11 10:20:21+00
-2.307525,54.154701,250.8,1297,2021/09/11 10:20:23+00
-2.307523,54.1547,250.8,1298,2021/09/11 10:20:24+00
-2.307517,54.154702,250.8,1299,2021/09/11 10:20:27+00
-2.307517,54.154704,250.8,1300,2021/09/11 10:20:29+00
-2.307508,54.154705,250.8,1301,2021/09/11 10:20:39+00
-2.307505,54.15469,250.8,1302,2021/09/11 10:20:46+00
-2.307516,54.154697,250.8,1303,2021/09/11 10:20:49+00
-2.307523,54.154707,250.8,1304,2021/09/11 10:20:54+00
-2.307524,54.15471,250.8,1305,2021/09/11 10:20:55+00
-2.307527,54.154704,250.8,1306,2021/09/11 10:21:05+00
